date,time,room,caller,symbol,side,strike,expiry,dte,their_price,qty,outcome,reason,detail,our_fill,slip_abs,slip_pct,posted_at,seen_at,sent_at,filled_at,read_ms,decide_ms,fill_ms,total_ms,bid,ask,spread_pct,delta,iv,live,coid,ledger_key,in_ledger,source,raw,caller_strike,caller_expiry,our_limit,tier,confidence,how_recovered,source_line
2026-09-02,15:59,ZT all-trades-mashup,ZTRADEZ BOT,SLV,CALLS,60,2026-09-18,,1.65,,BUYING POWER too small,BUYING POWER too small,"SLV (needs $193, had $113)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN SLV (ZTRADEZ BOT's call) 60C 9/18 x1 @ 1.65  ->  that one costs $193 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN SLV (ZTRADEZ BOT's call) 60C 9/18 x1 @ 1.65  ->  that one costs $193 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,09:35,RWGates,TradeLikeGates,HOOD,CALLS,120,2026-09-04,,1.83,,BUYING POWER too small,BUYING POWER too small,"HOOD (needs $251, had $113)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN HOOD (TradeLikeGates's call) 120C 2026-09-04 x1 @ 1.83  ->  that one costs $251 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN HOOD (TradeLikeGates's call) 120C 2026-09-04 x1 @ 1.83  ->  that one costs $251 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,09:38,,,AAPL,PUTS,325,2026-09-11,,3.53,,BUYING POWER too small,BUYING POWER too small,"AAPL (needs $353, had $113)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  AAPL — that one costs $353 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  AAPL — that one costs $353 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,09:41,,,TSLA,CALLS,400,2026-09-14,,3.65,,BUYING POWER too small,BUYING POWER too small,"TSLA (needs $365, had $113)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  TSLA — that one costs $365 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  TSLA — that one costs $365 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,09:48,,,GOOGL,,,,,,,BUYING POWER too small,BUYING POWER too small,"GOOGL (needs $135, had $113)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  GOOGL — that one costs $135 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  GOOGL — that one costs $135 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,09:53,,,AMD,,,,,,,BUYING POWER too small,BUYING POWER too small,"AMD (needs $412, had $113)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  AMD — that one costs $412 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  AMD — that one costs $412 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,09:54,,,NVDA,CALLS,230,2026-09-04,,,,BUYING POWER too small,BUYING POWER too small,"NVDA (needs $134, had $113)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN NVDA (Midas (Admin)'s call) 230C 9/4 x1  ->  that one costs $134 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN NVDA (Midas (Admin)'s call) 230C 9/4 x1  ->  that one costs $134 and you've got $113 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,10:04,ZT all-trades-mashup,,SPY,PUTS,768,2026-09-03,,1.07,,BUYING POWER too small,BUYING POWER too small,"SPY (needs $129, had $65)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  SPY — that one costs $129 and you've got $65 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  SPY — that one costs $129 and you've got $65 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,10:06,ZT all-trades-mashup,,SPY,PUTS,768,2026-09-03,,1.07,,BUYING POWER too small,BUYING POWER too small,"SPY (needs $107, had $65)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  SPY — that one costs $107 and you've got $65 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  SPY — that one costs $107 and you've got $65 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,10:13,Aristotle,👑KingBeeAri🐝,WMT,CALLS,108,2026-09-25,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'WMT 108 C 9/25 @everyone'  ->  BTO WMT $108C 9/25,,,2.22,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 WMT 108C 2026-09-25 @ 2.22  [stop 1.66 born with it]
2026-09-03,10:17,Aristotle,👑KingBeeAri🐝,HOOD,CALLS,130,2026-09-11,,,,BUYING POWER too small,BUYING POWER too small,"HOOD (needs $500, had $328)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN HOOD (👑KingBeeAri🐝's call) 130C 9/11 x1  ->  that one costs $500 and you've got $328 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN HOOD (👑KingBeeAri🐝's call) 130C 9/11 x1  ->  that one costs $500 and you've got $328 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,10:22,ZT all-trades-mashup,,SPY,,,,,,,PULLBACK never hit,PULLBACK never hit,SPY ($769),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK SPY: never touched $769 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK SPY: never touched $769 in 10 min — skipped, as designed"
2026-09-03,10:36,,,QQQ,PUTS,712,2026-09-03,,1.28,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:C-linked(F-airead),"PULLBACK QQQ PUT: stock at 712.16, waiting for a bounce to $713 (600s window)",,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK QQQ PUT: stock at 712.16, waiting for a bounce to $713 (600s window)"
2026-09-03,10:46,,,QQQ,PUTS,712,2026-09-03,,1.28,,PULLBACK never hit,PULLBACK never hit,QQQ ($713),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK QQQ: never touched $713 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK QQQ: never touched $713 in 10 min — skipped, as designed"
2026-09-03,10:48,ZT all-trades-mashup,ZTRADEZ BOT,IWM,CALLS,294,2026-09-04,,1.24,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '3 W's 0 losses today now we in IWM 294 calls at 1.'  ->  BTO IWM $294C 1DTE @ 1.24,,,1.24,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 IWM 294C 2026-09-04 @ 1.24  [stop 1.12 born with it]
2026-09-03,10:54,,,NVDA,CALLS,235,2026-09-14,,1.38,,PULLBACK armed (no resolution in the log),PULLBACK armed (no resolution in the log),,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  ':green_alert: NVDA | $235 C 1.38 SEPT 14 PENDING O'  ->  BTO NVDA $235C SEPT 14 @ 1.38,,,,C-linked(F-airead),high,"pullback arm linked to the F-airead line 7 s earlier, same symbol AND same direction","PULLBACK NVDA CALL: stock at 225.66, waiting for a dip to $225 (600s window)"
2026-09-03,11:09,ZT all-trades-mashup,ZTRADEZ Manager,SPY,PUTS,765,2026-09-14,,3.04,,PULLBACK touched,PULLBACK touched,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  ':green_alert: SPY | $765 P 3.04 SEPT 14 LIGHT POSI'  ->  BTO SPY $765P SEPT 14 @ 3.04,,,,C-linked(F-airead),high,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK SPY PUT: stock at 770.76, waiting for a bounce to $771 (600s window)"
2026-09-03,11:10,ZT all-trades-mashup,ZTRADEZ Manager,SPY,PUTS,771,2026-09-04,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 SPY 771P 2026-09-04 @ 2.10  [stop 1.89 born with it],,,2.10,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 SPY 771P 2026-09-04 @ 2.10  [stop 1.89 born with it]
2026-09-03,11:34,ZT all-trades-mashup,ZTRADEZ Manager,C,PUTS,139,2026-09-04,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 C 139P 2026-09-04 @ 1.66  [stop 1.24 born with it],,,1.66,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 C 139P 2026-09-04 @ 1.66  [stop 1.24 born with it]
2026-09-03,11:36,ZT all-trades-mashup,,SPY,PUTS,772,2026-09-03,,,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:C-linked(F-airead),"PULLBACK SPY PUT: stock at 772.72, waiting for a bounce to $773 (600s window)",,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK SPY PUT: stock at 772.72, waiting for a bounce to $773 (600s window)"
2026-09-03,11:46,ZT all-trades-mashup,,SPY,PUTS,772,2026-09-03,,,,PULLBACK never hit,PULLBACK never hit,SPY ($773),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK SPY: never touched $773 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK SPY: never touched $773 in 10 min — skipped, as designed"
2026-09-03,12:05,ZT all-trades-mashup,,SPY,PUTS,775,2026-09-04,,3.12,,BUYING POWER too small,BUYING POWER too small,"SPY (needs $1200, had $368)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  SPY — that one costs $1200 and you've got $368 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  SPY — that one costs $1200 and you've got $368 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,12:05,ZT all-trades-mashup,,SPY,PUTS,775,2026-09-04,,3.12,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'Filled spy puts 775 puts 1dte 3.12 @here last trad'  ->  BTO SPY $775P 1DTE @ 3.12,,,,C-linked(F-airead),high,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK SPY PUT: stock at 772.78, waiting for a bounce to $773 (600s window)"
2026-09-03,12:19,ZT all-trades-mashup,,SPY,CALLS,773,,,,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '228 (former intraday support) clears @here on nvda'  ->  BTO SPY $773C,,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK SPY CALL: stock at 772.81, waiting for a dip to $772 (600s window)"
2026-09-03,12:29,ZT all-trades-mashup,,SPY,CALLS,773,,,,,PULLBACK never hit,PULLBACK never hit,SPY ($772),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK SPY: never touched $772 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK SPY: never touched $772 in 10 min — skipped, as designed"
2026-09-03,12:36,,,?,CALLS,773,2026-09-04,,,,BUYING POWER too small,BUYING POWER too small,"? (needs $1500, had $368)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN WITH (Midas (Admin)'s call) 773C 2026-09-04 x1  ->  that one costs $1500 and you've got $368 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN WITH (Midas (Admin)'s call) 773C 2026-09-04 x1  ->  that one costs $1500 and you've got $368 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,12:38,,,GOOGL,CALLS,345,2026-09-11,,3.6,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:C-linked(F-airead),"PULLBACK GOOGL CALL: stock at 341.66, waiting for a dip to $341 (600s window)",,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK GOOGL CALL: stock at 341.66, waiting for a dip to $341 (600s window)"
2026-09-03,12:39,ZT all-trades-mashup,ZTRADEZ BOT,SPY,CALLS,772,2026-09-03,,1.29,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,"AI READ  'BTO SPY 772C 0dte @1.29 © 2021-2026, Horizon Analy'  ->  BTO SPY $772C 0DTE @ 1.29",,,1.30,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 SPY 772C 2026-09-03 @ 1.30  [stop 1.17 born with it]
2026-09-03,12:48,,,GOOGL,CALLS,345,2026-09-11,,3.6,,PULLBACK never hit,PULLBACK never hit,GOOGL ($341),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK GOOGL: never touched $341 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK GOOGL: never touched $341 in 10 min — skipped, as designed"
2026-09-03,15:18,,JonnyOptions,MU,CALLS,980,2026-09-18,,29.00,,BUYING POWER too small,BUYING POWER too small,"MU (needs $4280, had $514)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN MU (JonnyOptions's call) 980C 9/18 x1 @ 29.00  ->  that one costs $4280 and you've got $514 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN MU (JonnyOptions's call) 980C 9/18 x1 @ 29.00  ->  that one costs $4280 and you've got $514 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-03,15:55,Vero 3,Vero,XLF,CALLS,58,2026-10-16,,1.58,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'XLF 58C 10/16 1.58 5 CONTRACTS - Finance sector br'  ->  BTO XLF $58C 10/16 @ 1.58,,,1.58,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 XLF 58C 2026-10-16 @ 1.58  [stop 1.18 born with it]
2026-09-03,15:58,ZT all-trades-mashup,ZTRADEZ BOT,IBIT,CALLS,47,2026-09-18,,1.34,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'I'm Entering Option: IBIT 47 C 9/18 Entry: 1.34-1.'  ->  BTO IBIT $47C 9/18 @ 1.34,,,1.34,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 IBIT 47C 2026-09-18 @ 1.34  [stop 1.01 born with it]
2026-09-03,15:58,ZT all-trades-mashup,ZTRADEZ BOT,OSCR,CALLS,34,2026-09-18,,1.03,,OTHER refusal,OTHER refusal,OSCR,,,,,,,,,,,,,,,,,,,,False,trades.log,"REFUSED  OPEN OSCR (ZTRADEZ BOT's call) 34C 9/18 x1 @ 1.03  ->  the spread on OSCR260918C00032500 is 1.53/1.81 — $28 a contract to cross it, over your cap ($20 for a contract this price). Nothing was sent.",,,,A,high,the REFUSED line in trades.log,"REFUSED  OPEN OSCR (ZTRADEZ BOT's call) 34C 9/18 x1 @ 1.03  ->  the spread on OSCR260918C00032500 is 1.53/1.81 — $28 a contract to cross it, over your cap ($20 for a contract this price). Nothing was sent."
2026-09-04,09:33,,,AMD,CALLS,475,2026-09-09,,5.4,,BUYING POWER too small,BUYING POWER too small,"AMD (needs $540, had $356)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  AMD — that one costs $540 and you've got $356 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  AMD — that one costs $540 and you've got $356 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-04,09:37,,,AMD,CALLS,475,2026-09-09,,4.8,,BUYING POWER too small,BUYING POWER too small,"AMD (needs $480, had $60)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  AMD — that one costs $480 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  AMD — that one costs $480 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-04,09:38,Aristotle,,NVDA,CALLS,232.5,2026-09-04,,1.61,,BUYING POWER too small,BUYING POWER too small,"NVDA (needs $161, had $60)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  NVDA — that one costs $161 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  NVDA — that one costs $161 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-04,09:41,Aristotle,,NVDA,CALLS,230,2026-09-09,,5.3,,BUYING POWER too small,BUYING POWER too small,"NVDA (needs $530, had $60)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  NVDA — that one costs $530 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  NVDA — that one costs $530 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-04,09:41,,,SPY,PUTS,772,2026-09-04,,1.12,,BUYING POWER too small,BUYING POWER too small,"SPY (needs $112, had $60)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  SPY — that one costs $112 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  SPY — that one costs $112 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-04,09:41,,,TSLA,PUTS,355,,,1.44,,BUYING POWER too small,BUYING POWER too small,"TSLA (needs $144, had $60)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  TSLA — that one costs $144 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  TSLA — that one costs $144 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-04,09:43,Aristotle,,NVDA,CALLS,232.5,2026-09-09,,3.65,,BUYING POWER too small,BUYING POWER too small,"NVDA (needs $365, had $60)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  NVDA — that one costs $365 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  NVDA — that one costs $365 and you've got $60 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-04,09:48,Aristotle,,NVDA,CALLS,232.5,2026-09-09,,3.65,,PULLBACK touched,PULLBACK touched,,,,,,,,,,,,,,,,,,,,,False,trades.log:C-linked(F-airead),"PULLBACK NVDA CALL: stock at 234.12, waiting for a dip to $234 (600s window)",,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 302 s earlier, same symbol AND same direction","PULLBACK NVDA CALL: stock at 234.12, waiting for a dip to $234 (600s window)"
2026-09-04,09:48,Aristotle,👑KingBeeAri🐝,NVDA,CALLS,235,2026-09-04,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 NVDA 235C 2026-09-04 @ 1.06  [stop 0.95 born with it],,,1.06,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 NVDA 235C 2026-09-04 @ 1.06  [stop 0.95 born with it]
2026-09-04,09:50,ZT all-trades-mashup,ZTRADEZ BOT,INTC,CALLS,94,2026-09-04,,0.95,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'I'm Entering Option: INTC 94 C 9/4 Entry: 0.95 Not'  ->  BTO INTC $94C 9/4 @ 0.95,,,0.95,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 INTC 94C 2026-09-04 @ 0.95  [stop 0.86 born with it]
2026-09-04,09:50,,JonnyOptions,QCOM,CALLS,180,2026-10-16,,5.70,,BUYING POWER too small,BUYING POWER too small,"QCOM (needs $795, had $161)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN QCOM (JonnyOptions's call) 180C 10/16 x1 @ 5.70  ->  that one costs $795 and you've got $161 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN QCOM (JonnyOptions's call) 180C 10/16 x1 @ 5.70  ->  that one costs $795 and you've got $161 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-04,09:50,,,SPY,PUTS,774,2026-09-08,,2.98,,BUYING POWER too small,BUYING POWER too small,"SPY (needs $298, had $161)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  SPY — that one costs $298 and you've got $161 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  SPY — that one costs $298 and you've got $161 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-09-04,10:16,ZT all-trades-mashup,TB22,INTC,CALLS,100,2026-09-18,,2.41,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'BTO INTC 9/18 100c @2.41 going light. prob add. Se'  ->  BTO INTC $100C 9/18 @ 2.41,,,,F-airead,high,AI READ of the room's own words,AI READ  'BTO INTC 9/18 100c @2.41 going light. prob add. Se'  ->  BTO INTC $100C 9/18 @ 2.41
2026-09-04,10:16,ZT all-trades-mashup,TB22,INTC,CALLS,96,2026-09-18,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 INTC 96C 2026-09-18 @ 4.10  [stop 3.05 born with it],,,4.10,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 INTC 96C 2026-09-18 @ 4.10  [stop 3.05 born with it]
2026-09-04,10:45,,,QQQ,PUTS,718,2026-09-08,,2.86,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:C-linked(F-airead),"PULLBACK QQQ PUT: stock at 718.08, waiting for a bounce to $719 (600s window)",,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK QQQ PUT: stock at 718.08, waiting for a bounce to $719 (600s window)"
2026-09-04,10:55,,,QQQ,PUTS,718,2026-09-08,,2.86,,PULLBACK never hit,PULLBACK never hit,QQQ ($719),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK QQQ: never touched $719 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK QQQ: never touched $719 in 10 min — skipped, as designed"
2026-09-04,10:57,,,QQQ,CALLS,720,2026-09-08,,1.98,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:C-linked(F-airead),"PULLBACK QQQ CALL: stock at 717.66, waiting for a dip to $717 (600s window)",,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK QQQ CALL: stock at 717.66, waiting for a dip to $717 (600s window)"
2026-09-04,11:07,,,QQQ,CALLS,720,2026-09-08,,1.98,,PULLBACK never hit,PULLBACK never hit,QQQ ($717),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK QQQ: never touched $717 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK QQQ: never touched $717 in 10 min — skipped, as designed"
2026-09-04,13:57,,,QQQ,CALLS,722,2026-09-08,,,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:C-linked(F-airead),"PULLBACK QQQ CALL: stock at 716.95, waiting for a dip to $716 (600s window)",,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK QQQ CALL: stock at 716.95, waiting for a dip to $716 (600s window)"
2026-09-04,14:07,,,QQQ,CALLS,722,2026-09-08,,,,PULLBACK never hit,PULLBACK never hit,QQQ ($716),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK QQQ: never touched $716 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK QQQ: never touched $716 in 10 min — skipped, as designed"
2026-09-04,15:57,,,SKHY,CALLS,185,2026-09-18,,5.75,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'I'm Entering Option: SKHY 185 C 9/18 Entry: 5.75 N'  ->  BTO SKHY $185C 9/18 @ 5.75,,,,F-airead,high,AI READ of the room's own words,AI READ  'I'm Entering Option: SKHY 185 C 9/18 Entry: 5.75 N'  ->  BTO SKHY $185C 9/18 @ 5.75
2026-09-04,15:58,,,BA,CALLS,217.5,2026-09-18,,2.7,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'I'm Entering Option: BA 217.50 C 9/18 Entry: 2.70 '  ->  BTO BA $217.5C 9/18 @ 2.7,,,,F-airead,high,AI READ of the room's own words,AI READ  'I'm Entering Option: BA 217.50 C 9/18 Entry: 2.70 '  ->  BTO BA $217.5C 9/18 @ 2.7
2026-09-04,15:59,ZT all-trades-mashup,,INTC,CALLS,101,2026-09-18,,2.65,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'I'm Entering Option: INTC 101 C 9/18 Entry: 2.65-2'  ->  BTO INTC $101C 9/18 @ 2.65,,,,F-airead,high,AI READ of the room's own words,AI READ  'I'm Entering Option: INTC 101 C 9/18 Entry: 2.65-2'  ->  BTO INTC $101C 9/18 @ 2.65
2026-09-08,09:36:08,Honeydrip daytrades,Mike,AMD,CALLS,510,2026-09-11,,6,1,filled,,,5.91,-0.09,-1.5,1788874489.863,1788874491.975,1788874567.327203,1788874568.482761,2112.0,75352.2,1155.6,78619.8,5.8,6.05,4.22,,,1,cmtsponyf6l4rt4,2026-09-08|AMD|5.91,True,telemetry,,,,6.20,T-telemetry,high,telemetry.csv — the bot's own record of an order it sent,
2026-09-08,09:37,Honeydrip daytrades,Unraveller,META,PUTS,610,2026-09-11,,6.57,,BUYING POWER too small,BUYING POWER too small,"META (needs $705, had $693)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN META (Unraveller's call) 610P 9/11 x1 @ 6.57  ->  that one costs $705 and you've got $693 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN META (Unraveller's call) 610P 9/11 x1 @ 6.57  ->  that one costs $705 and you've got $693 to spend. Skipped on purpose — no order was sent and you're not in it.
