ts,date,time,room,caller,kind,symbol,side,strike,expiry_raw,expiry_resolved,occ,their_price,their_stop,their_target,msg_type,links_to,confidence,clue,already_in_master_alerts,source_file,source_message_verbatim
2026-09-02 10:15:37,2026-09-02,10:15:37,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,TSLA,PUT,352.5,9/4,2026-09-04,TSLA260904P00352500,,,,entry,,high,"expiry ""9/4"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 loading TSLA 9/4 352.5P @here
2026-09-02 10:16:39,2026-09-02,10:16:39,Day Trades #whop:/firststeptrading/exp_cvgzKYDmcUEDGh/app,Trademorewiser (MOD),future,NQ,LONG,,,,,29125.0,29090,,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,Long NQ 29125 Sl 29090
2026-09-02 10:17:44,2026-09-02,10:17:44,ELITE OPTIONS: 🔔︱shoofs-trade-alerts #1368263191632543956,Elite Options | Shoof,option,SPY,CALL,767.0,9/4,2026-09-04,SPY260904C00767000,2.0,,,entry,,high,"expiry ""9/4"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,@Elite ALERT BOUGHT | SPY 9/4 767C at 2.
2026-09-02 10:18:13,2026-09-02,10:18:13,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades #987515353670221834,👑KingBeeAri🐝,option,META,CALL,600.0,9/2,2026-09-02,META260902C00600000,,,,exit,2026-09-02 10:02:41,medium,"management message; ticker META named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:02:41",yes,signal-room-chat Sep-10-2026 (discord).txt,Fully out of meta
2026-09-02 10:18:38,2026-09-02,10:18:38,VeroTrade: ✅⏐1k-challenge #1323708708374450247,Vero,option,SPY,CALL,763.0,9/2,2026-09-02,SPY260902C00763000,2.1,,,trim,2026-09-02 10:00:57,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:00:57",no,signal-room-chat Sep-10-2026 (discord).txt,SPY OUT RUNNER @ 2.10 @vero-alerts
2026-09-02 10:19:41,2026-09-02,10:19:41,Day Trades #whop:/firststeptrading/exp_cvgzKYDmcUEDGh/app,Trademorewiser (MOD),future,NQ,,,,,,,,,trim,2026-09-02 10:16:39,low,management wording but no ticker in the message; linked by the caller's last open trade in this room; symbol NQ taken from the linked entry,no,signal-room-chat Sep-10-2026 (discord).txt,Trimmed $700 a contract Sl at be
2026-09-02 10:21:56,2026-09-02,10:21:56,BOKA Trading: 🚨︱option-alerts #1288291150083653652,JonnyOptions,option,SPCX,CALL,140.0,9/25,2026-09-25,SPCX260925C00140000,6.92,,,add,,high,"expiry ""9/25"" written in the message",yes,signal-room-chat Sep-10-2026 (discord).txt,"added $SPCX 140 calls 9/25 , @Premium avg @6.92"
2026-09-02 10:21:56,2026-09-02,10:21:56,BOKA Trading: 🚨︱option-alerts #1288291150083653652,JonnyOptions,option,SPCX,CALL,140.0,9/25,2026-09-25,SPCX260925C00140000,6.0,,,add,,high,"expiry ""9/25"" written in the message",yes,signal-room-chat Sep-10-2026 (discord).txt,"added $SPCX 140 calls 9/25 , @Premium avg @6."
2026-09-02 10:23:42,2026-09-02,10:23:42,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup #1334236429655740457,ZTRADEZ Manager,option,TSLA,CALL,360.0,0dte,2026-09-02,TSLA260902C00360000,,,,commentary,,medium,"message says 0DTE -> expiry = the message date; watchlist wording, no fill stated",no,signal-room-chat Sep-10-2026 (discord).txt,@Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Idea WATCHING TSLA 360C 0DTE @Namrood - Live trades dashboard @ZTRADEZ (OPTIONS & STOCKS) | Wednesday - 09-02-2026 10:23 AM EST @ZTRADEZ (OPTIONS & STOCKS) | Wednesday - 09-02-2026 10:23 AM EST
2026-09-02 10:25:00,2026-09-02,10:25:00,BOKA Trading: 🚨︱option-alerts #1288291150083653652,@Premium,option,HOOD,,,,,,,,,trim,,medium,"management message; ticker HOOD named, contract details come from the linked entry",no,signal-room-chat Sep-10-2026 (discord).txt,70% profit here on $HOOD feel free to trim here if you havent yet. im waiting until 108-109 @Premium
2026-09-02 10:25:18,2026-09-02,10:25:18,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup #1334236429655740457,ZTRADEZ Manager,option,TSLA,CALL,360.0,0dte,2026-09-02,TSLA260902C00360000,,,,entry,,high,message says 0DTE -> expiry = the message date,no,signal-room-chat Sep-10-2026 (discord).txt,@Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Lotto Trade — RISKY ZERO OR HERO TSLA 360C 0DTE 0.64 Size for what you can afford to lose --- 1% of your account balance. Manage your risk! @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Wednesday - 09-02-2026 10:25 AM EST @ZTRADEZ (OPTIONS & STOCKS) | Wednesday - 09-02-2026 10:25 AM EST
2026-09-02 10:29:24,2026-09-02,10:29:24,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades #987515353670221834,👑KingBeeAri🐝,option,CAN,,,,,,,,,trim,,medium,"management message; ticker CAN named, contract details come from the linked entry",no,signal-room-chat Sep-10-2026 (discord).txt,Can’t lie I took some too
2026-09-02 10:31:32,2026-09-02,10:31:32,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup #1334236429655740457,ZTRADEZ BOT,option,SPY,PUT,762.0,,,,1.11,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",yes,signal-room-chat Sep-10-2026 (discord).txt,@everyone just cause i gotta go i'm taking the play already SPY 762P 1dte @1.11 small position
2026-09-02 10:33:20,2026-09-02,10:33:20,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Mike,option,AMZN,PUT,255.0,9/4,2026-09-04,AMZN260904P00255000,2.14,,,entry,,high,"expiry ""9/4"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,@Mike (Admin) in AMZN 9/4 255P @ 2.14 @everyone
2026-09-02 10:35:31,2026-09-02,10:35:31,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Brett,option,NVDA,CALL,217.5,9/4,2026-09-04,NVDA260904C00217500,,,,exit,2026-09-02 09:57:00,medium,"management message; ticker NVDA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 09:57:00",no,signal-room-chat Sep-10-2026 (discord).txt,@Brett (Admin) all out of NVDA @ 75% @everyone
2026-09-02 10:35:46,2026-09-02,10:35:46,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,MSFT,PUT,495.0,9/4,2026-09-04,MSFT260904P00495000,,,,entry,,high,"expiry ""9/4"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 loading MSFT 9/4 495 p @here
2026-09-02 10:39:38,2026-09-02,10:39:38,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Mike,option,AMZN,PUT,255.0,9/4,2026-09-04,AMZN260904P00255000,,,,trim,2026-09-02 10:33:20,medium,"management message; ticker AMZN named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:33:20",no,signal-room-chat Sep-10-2026 (discord).txt,@Mike (Admin) trimming AMZN @ 10% @everyone
2026-09-02 10:49:54,2026-09-02,10:49:54,NGD: ngd-trades #1537061197931618344,Ninjago Futures Radar,future,MNQ,SHORT,,,,,29175.5,29195.5,29145.5,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,MNQ SHORT (3m) @ 29175.5 | TP:29145.5 SL:29195.5 | Prob:83.2% | R:R:1.5 NEW POTENTIAL SIGNAL - MNQ SHORT A setup has been detected on the futures radar. Summary: 📢 MNQ SHORT (3m) @ 29175.5 | TP:29145.5 SL:29195.5 | Prob:83.2% | R:R:1.5 Asset MNQ Direction SELL/SHORT Timeframe 3m Suggested Entry 29175.5 Take Profit (TP) 29145.5 Stop Loss (SL) 29195.5 Risk:Reward (R:R) 1.5 Swarm Probability 83.2% 🎯 Setup: Setup complete: Sweep EQH-1 → CHoCH → FVG•Today at 10:49 AM
2026-09-02 10:51:03,2026-09-02,10:51:03,NGD: ngd-trades #1537061197931618344,Ninjago Futures Radar,future,MNQ,SHORT,,,,,29142.25,29162.25,29112.25,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,MNQ SHORT (3m) @ 29142.25 | TP:29112.25 SL:29162.25 | Prob:83.2% | R:R:1.5 NEW POTENTIAL SIGNAL - MNQ SHORT A setup has been detected on the futures radar. Summary: 📢 MNQ SHORT (3m) @ 29142.25 | TP:29112.25 SL:29162.25 | Prob:83.2% | R:R:1.5 Asset MNQ Direction SELL/SHORT Timeframe 3m Suggested Entry 29142.25 Take Profit (TP) 29112.25 Stop Loss (SL) 29162.25 Risk:Reward (R:R) 1.5 Swarm Probability 83.2% 🎯 Setup: Setup complete: Sweep EQH-1 → CHoCH → FVG•Today at 10:51 AM 🎯 Setup: Setup complete: Sweep EQH-1 → CHoCH → FVG•Today at 10:51 AM •
2026-09-02 10:51:34,2026-09-02,10:51:34,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,CF,LONG,,,,,136.7,131,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Sep-10-2026 (discord).txt,NEW ENTRY IDEA Swing Trade Idea - MT $CF Entry: $136.70 Levels: 140 / 145 / 148 / 150 / 155 / 160+ ⭕️ SL: 131 (reduce) / 126 (cut) 1/4 position AG leader breaking out - Stage 2 @MrMTrades
2026-09-02 10:53:44,2026-09-02,10:53:44,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,TSLA,PUT,352.5,9/4,2026-09-04,TSLA260904P00352500,,,,trim,2026-09-02 10:15:37,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:15:37",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 trimming TSLA @ 9% @everyone
2026-09-02 10:54:00,2026-09-02,10:54:00,Platinum Trading: 🟣│equity #983807207625859143,@Equity Alerts,equity,NTR,LONG,,,,,79.0,76.5,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Sep-10-2026 (discord).txt,NEW ENTRY IDEA Swing Trade Idea - MT $NTR Entry: $79 Levels: 81 / 83 / 86 / 89 / 92 / 95 / 100+ ⭕️ SL: 76.5 (reduce) / 75.40 (cut) 1/4 position AG leader breaking out - Stage 2 @MrMTrades
2026-09-02 10:54:13,2026-09-02,10:54:13,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,TSLA,PUT,352.5,9/4,2026-09-04,TSLA260904P00352500,,,,trim,2026-09-02 10:15:37,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:15:37",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 trimming TSLA @ 13% @everyone
2026-09-02 10:54:57,2026-09-02,10:54:57,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,TSLA,PUT,352.5,9/4,2026-09-04,TSLA260904P00352500,,,,trim,2026-09-02 10:15:37,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:15:37",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 trimming TSLA @ 16% @everyone
2026-09-02 10:55:32,2026-09-02,10:55:32,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,TSLA,PUT,352.5,9/4,2026-09-04,TSLA260904P00352500,,,,trim,2026-09-02 10:15:37,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:15:37",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 trimming TSLA @ 20% @everyone
2026-09-02 10:55:43,2026-09-02,10:55:43,NGD: ngd-trades #1537061197931618344,Ninjago Futures Radar,future,MNQ,SHORT,,,,,29154.5,29174.5,29124.5,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,MNQ SHORT (3m) @ 29154.5 | TP:29124.5 SL:29174.5 | Prob:83.2% | R:R:1.5 NEW POTENTIAL SIGNAL - MNQ SHORT A setup has been detected on the futures radar. Summary: 📢 MNQ SHORT (3m) @ 29154.5 | TP:29124.5 SL:29174.5 | Prob:83.2% | R:R:1.5 Asset MNQ Direction SELL/SHORT Timeframe 3m Suggested Entry 29154.5 Take Profit (TP) 29124.5 Stop Loss (SL) 29174.5 Risk:Reward (R:R) 1.5 Swarm Probability 83.2% 🎯 Setup: Setup complete: Sweep EQH-1 → CHoCH → FVG•Today at 10:55 AM 🎯 Setup: Setup complete: Sweep EQH-1 → CHoCH → FVG•Today at 10:55 AM •
2026-09-02 10:56:04,2026-09-02,10:56:04,NGD: ngd-trades #1537061197931618344,Ninjago Futures Radar,future,MGC,SHORT,,,,,4440.5,4448.5,4428.5,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,MGC SHORT (3m) @ 4440.5 | TP:4428.5 SL:4448.5 | Prob:81.5% | R:R:1.5 NEW POTENTIAL SIGNAL - MGC SHORT A setup has been detected on the futures radar. Summary: 📢 MGC SHORT (3m) @ 4440.5 | TP:4428.5 SL:4448.5 | Prob:81.5% | R:R:1.5 Asset MGC Direction SELL/SHORT Timeframe 3m Suggested Entry 4440.5 Take Profit (TP) 4428.5 Stop Loss (SL) 4448.5 Risk:Reward (R:R) 1.5 Swarm Probability 81.5% 🎯 Setup: Setup complete: Sweep EQH-6 → CHoCH → OB•Today at 10:56 AM 🎯 Setup: Setup complete: Sweep EQH-6 → CHoCH → OB•Today at 10:56 AM •
2026-09-02 10:56:20,2026-09-02,10:56:20,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,TSLA,PUT,352.5,9/4,2026-09-04,TSLA260904P00352500,,,,trim,2026-09-02 10:15:37,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:15:37",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 trimming TSLA @ 23% @everyone
2026-09-02 10:56:47,2026-09-02,10:56:47,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,TSLA,PUT,352.5,9/4,2026-09-04,TSLA260904P00352500,,,,trim,2026-09-02 10:15:37,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:15:37",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 trimming TSLA @ 26% @everyone
2026-09-02 10:58:07,2026-09-02,10:58:07,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,TSLA,PUT,352.5,9/4,2026-09-04,TSLA260904P00352500,,,,trim,2026-09-02 10:15:37,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:15:37",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 trimming TSLA @ 30% @everyone
2026-09-02 11:00:17,2026-09-02,11:00:17,Day Trades #whop:/firststeptrading/exp_cvgzKYDmcUEDGh/app,Trademorewiser (MOD),future,NQ,,,,,,,,,exit,2026-09-02 10:16:39,medium,"management message; ticker NQ named, contract details come from the linked entry",no,signal-room-chat Sep-10-2026 (discord).txt,Stopped on NQ
2026-09-02 11:01:19,2026-09-02,11:01:19,this room #538380243,🎙 (2812) Discord | Live Trading | Honey Dr S0,option,,,,,,,,,,add,,low,management wording but no ticker in the message; linked by the caller's last open trade in this room,no,signal-room-chat Sep-10-2026 (discord).txt,Keep adding size
2026-09-02 11:03:02,2026-09-02,11:03:02,NGD: ngd-trades #1537061197931618344,Ninjago Futures Radar,future,MNQ,SHORT,,,,,29162.875,29182.875,29132.875,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,MNQ SHORT (3m) @ 29162.875 | TP:29132.875 SL:29182.875 | Prob:80.3% | R:R:1.5 NEW POTENTIAL SIGNAL - MNQ SHORT A setup has been detected on the futures radar. Summary: 📢 MNQ SHORT (3m) @ 29162.875 | TP:29132.875 SL:29182.875 | Prob:80.3% | R:R:1.5 Asset MNQ Direction SELL/SHORT Timeframe 3m Suggested Entry 29162.875 Take Profit (TP) 29132.875 Stop Loss (SL) 29182.875 Risk:Reward (R:R) 1.5 Swarm Probability 80.3% 🎯 Setup: Setup complete: Sweep EQH-1 → CHoCH → FVG•Today at 11:03 AM
2026-09-02 11:04:02,2026-09-02,11:04:02,NGD: ngd-trades #1537061197931618344,Ninjago Futures Radar,future,MNQ,SHORT,,,,,29162.875,29182.875,29132.875,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,MNQ SHORT (3m) @ 29162.875 | TP:29132.875 SL:29182.875 | Prob:80.8% | R:R:1.5 NEW POTENTIAL SIGNAL - MNQ SHORT A setup has been detected on the futures radar. Summary: 📢 MNQ SHORT (3m) @ 29162.875 | TP:29132.875 SL:29182.875 | Prob:80.8% | R:R:1.5 Asset MNQ Direction SELL/SHORT Timeframe 3m Suggested Entry 29162.875 Take Profit (TP) 29132.875 Stop Loss (SL) 29182.875 Risk:Reward (R:R) 1.5 Swarm Probability 80.8% 🎯 Setup: Setup complete: Sweep EQH-1 → CHoCH → FVG•Today at 11:04 AM 🎯 Setup: Setup complete: Sweep EQH-1 → CHoCH → FVG•Today at 11:04 AM •
2026-09-02 11:04:10,2026-09-02,11:04:10,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Mike,option,AMZN,PUT,255.0,9/4,2026-09-04,AMZN260904P00255000,,,,exit,2026-09-02 10:33:20,medium,"management message; ticker AMZN named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:33:20",no,signal-room-chat Sep-10-2026 (discord).txt,@Mike (Admin) all out of AMZN @everyone
2026-09-02 11:05:56,2026-09-02,11:05:56,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Mike (Admin),option,CAN,,,,,,,,,trim,,medium,"management message; ticker CAN named, contract details come from the linked entry",no,signal-room-chat Sep-10-2026 (discord).txt,Taking too long. Got trims off 10-12% and still green on trade but no free flow yet. If we actually lose 255 it can sell to 253.50 or lower so let's watch for re-entries there @here
2026-09-02 11:06:43,2026-09-02,11:06:43,Honey Drip Network 🍯💰📈: 🇳🇬｜midas-small-account-challenge #1144369893760831489,Midas (Admin),option,NVDA,CALL,225.0,9/4,2026-09-04,NVDA260904C00225000,,,,entry,,high,"expiry ""9/4"" written in the message; a price was present but was implausible for this strike, so it was dropped",no,signal-room-chat Sep-10-2026 (discord).txt,In $NVDA 225c 9/4 @everyone 2.71 adding at 224.70 (using this as stop)
2026-09-02 11:10:40,2026-09-02,11:10:40,Honey Drip Network 🍯💰📈: 🇳🇬｜midas-small-account-challenge #1144369893760831489,bsne01,option,,,,,,,,,,trim,,low,management wording but no ticker in the message; linked by the caller's last open trade in this room,no,signal-room-chat Sep-10-2026 (discord).txt,Trimmed at 26% @here
2026-09-02 11:10:40,2026-09-02,11:10:40,Honey Drip Network 🍯💰📈: 🇳🇬｜midas-small-account-challenge #1144369893760831489,Midas (Admin),option,NVDA,CALL,225.0,9/4,2026-09-04,NVDA260904C00225000,,,,trim,2026-09-02 11:06:43,low,management wording but no ticker in the message; linked by the caller's last open trade in this room; symbol NVDA taken from the linked entry; contract inherited from the linked entry at 2026-09-02 11:06:43,no,signal-room-chat Sep-10-2026 (discord).txt,Trimmed at 26% @here
2026-09-02 11:11:32,2026-09-02,11:11:32,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,TSLA,PUT,352.5,9/4,2026-09-04,TSLA260904P00352500,,,,exit,2026-09-02 10:15:37,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 10:15:37",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 all out of TSLA @everyone
2026-09-02 11:14:16,2026-09-02,11:14:16,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,MSFT,PUT,495.0,9/4,2026-09-04,MSFT260904P00495000,,,,entry,,high,"expiry ""9/4"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,@Unraveller (Admin)🔮 loading MSFT 9/4 495P @here
2026-09-02 11:15:35,2026-09-02,11:15:35,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Mike,option,AMZN,PUT,255.0,9/4,2026-09-04,AMZN260904P00255000,2.38,,,entry,,high,"expiry ""9/4"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,@Mike (Admin) in AMZN 9/4 255P @ 2.38 @everyone
2026-09-02 11:19:59,2026-09-02,11:19:59,NGD: ngd-trades #1537061197931618344,Ninjago Futures Radar,future,MGC,SHORT,,,,,4418.25,4426.25,4406.25,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,MGC SHORT (3m) @ 4418.25 | TP:4406.25 SL:4426.25 | Prob:81.5% | R:R:1.5 NEW POTENTIAL SIGNAL - MGC SHORT A setup has been detected on the futures radar. Summary: 📢 MGC SHORT (3m) @ 4418.25 | TP:4406.25 SL:4426.25 | Prob:81.5% | R:R:1.5 Asset MGC Direction SELL/SHORT Timeframe 3m Suggested Entry 4418.25 Take Profit (TP) 4406.25 Stop Loss (SL) 4426.25 Risk:Reward (R:R) 1.5 Swarm Probability 81.5% 🎯 Setup: Setup complete: Sweep EQH-5 → CHoCH → FVG•Today at 11:19 AM 🎯 Setup: Setup complete: Sweep EQH-5 → CHoCH → FVG•Today at 11:19 AM •
2026-09-02 11:21:03,2026-09-02,11:21:03,NGD: ngd-trades #1537061197931618344,Ninjago Futures Radar,future,MGC,SHORT,,,,,4415.45,4423.45,4403.45,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,MGC SHORT (3m) @ 4415.45 | TP:4403.45 SL:4423.45 | Prob:81.5% | R:R:1.5 NEW POTENTIAL SIGNAL - MGC SHORT A setup has been detected on the futures radar. Summary: 📢 MGC SHORT (3m) @ 4415.45 | TP:4403.45 SL:4423.45 | Prob:81.5% | R:R:1.5 Asset MGC Direction SELL/SHORT Timeframe 3m Suggested Entry 4415.45 Take Profit (TP) 4403.45 Stop Loss (SL) 4423.45 Risk:Reward (R:R) 1.5 Swarm Probability 81.5% 🎯 Setup: Setup complete: Sweep EQH-5 → CHoCH → FVG•Today at 11:21 AM
2026-09-02 11:22:50,2026-09-02,11:22:50,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Mike (Admin),option,,,,,,,,,,exit,,low,management wording but no ticker in the message; linked by the caller's last open trade in this room,no,signal-room-chat Sep-10-2026 (discord).txt,Risking no more than 10% on this. I have some cushion from first trade but not much. If I get stopped I'll re-visit this trade tomorrow @here
2026-09-02 11:23:37,2026-09-02,11:23:37,this room #538380243,🎙 (2812) Discord | #☀️｜daytrades-scalps |  S1,option,CAN,,,,,,,,,trim,,medium,"management message; ticker CAN named, contract details come from the linked entry",no,signal-room-chat Sep-10-2026 (discord).txt,"you'll get 30% on cons, and then you can scale out"
2026-09-02 11:27:24,2026-09-02,11:27:24,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Mike,option,AMZN,PUT,255.0,9/4,2026-09-04,AMZN260904P00255000,,,,exit,2026-09-02 11:15:35,medium,"management message; ticker AMZN named, contract details come from the linked entry; contract inherited from the linked entry at 2026-09-02 11:15:35",no,signal-room-chat Sep-10-2026 (discord).txt,@Mike (Admin) all out of AMZN @everyone 10 1
2026-09-02 11:28:05,2026-09-02,11:28:05,Honey Drip Network 🍯💰📈: 🇳🇬｜midas-small-account-challenge #1144369893760831489,Midas (Admin),option,SPY,CALL,766.0,9/3,2026-09-03,SPY260903C00766000,,,,entry,,high,"expiry ""9/3"" written in the message; a price was present but was implausible for this strike, so it was dropped",yes,signal-room-chat Sep-10-2026 (discord).txt,Taking 1dte on $SPY 766c 9/3 @everyone using 765.80 as my level to increase mg size and with my stop a little lower at 765.70. 2.26 on entry
2026-09-02 11:31:00,2026-09-02,11:31:00,Futures #whop:/firststeptrading/exp_26GaLgZVMzB2PL/app,Felony,future,NQ,SHORT,,,,,29110.0,29145,9000,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,"Short NQ @ 29110 Stop 29145 Target 29000 Like this failure here off 29160, using that LH below as stop. Prefer for us to be below 29100 but taking a sneaky entry here in light. Need to break this low for continuation."
2026-09-02 11:35:51,2026-09-02,11:35:51,Sniper HQ: sniper-alerts-options #1543132301594988634,Fill Announcer,option,SPY,CALL,766.0,9/3,2026-09-03,SPY260903C00766000,2.18,,,entry,,high,"expiry ""9/3"" written in the message",yes,signal-room-chat Sep-10-2026 (discord).txt,ENTRY SPY 766C 9/3 @ 2.18 x1 (SPY @ 765.96)
2026-09-02 12:32:31,2026-09-02,12:32:31,Honey Drip Network 🍯💰📈: 🐝｜aristotle-small-acct-challenge #1433933203302776852,👑KingBeeAri🐝,option,CVX,CALL,215.0,9/11,2026-09-11,CVX260911C00215000,,,,entry,,high,"expiry ""9/11"" written in the message",yes,signal-room-chat Sep-10-2026 (discord).txt,1 con CVX 215 C 9/11 “2.09” lotto @here
2026-09-02 12:32:31,2026-09-02,12:32:31,Honey Drip Network 🍯💰📈: 🐝｜aristotle-small-acct-challenge #1433933203302776852,👑KingBeeAri🐝,option,CVX,CALL,215.0,9/11,2026-09-11,CVX260911C00215000,,,,entry,,high,"expiry ""9/11"" written in the message",yes,signal-room-chat Sep-10-2026 (discord).txt,1 con CVX 215 C 9/11 “2.09” lotto @here 35 5 8 3
2026-09-02 12:36:33,2026-09-02,12:36:33,High Risk #whop:/firststeptrading/exp_hpXJymtw0yMqzB/app,Felony,future,NQ,LONG,,,,,29165.0,29135,9285,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Sep-10-2026 (discord).txt,"Long NQ @ 29165 Stop 29135 Target 29285 Higher risk with that 29185 failure but like this HL as we build higher here. Using that last HL as stop, in lightly RR is good here for a move back into highs at min."
2026-09-02 12:59:01,2026-09-02,12:59:01,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup #1334236429655740457,ZTRADEZ BOT,option,MTDR,PUT,60.0,1/15/27,2027-01-15,MTDR270115P00060000,,,,entry,,high,"expiry ""1/15/27"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,@everyone also MTDR 60P 1/15/27 are now back to break even
